step,phase,cube_x,cube_y,cube_z,tcp_x,tcp_y,tcp_z,wrist_x,wrist_y,wrist_z,xy_dist,tcp_minus_cube_z,hover_z,grasp_z,hover_z_error,grasp_z_error,finger_pos,is_closed,close_too_high,ori_error_rad,tcp_qw,tcp_qx,tcp_qy,tcp_qz,a0,a1,a2,a3,a4,a5,a6
187,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.02099989913403988,0.5234522819519043,-0.2456599771976471,0.0906301736831665,0.5106292366981506,-0.22103196382522583,0.2684757113456726,0.0011140599381178617,0.06963027268648148,0.20099989913403987,0.05599989913403988,-0.11036972545087337,0.03463027454912662,0.057497479021549225,0,0,1.7606009244918823,-0.016348600387573242,-0.6369195580482483,0.7670390009880066,-0.07561337947845459,0.14764036238193512,0.3190995454788208,-0.27717140316963196,-0.608834445476532,-0.014531372115015984,0.4150775074958801,-1.0474759340286255
188,DESCENDING_OPEN,0.5225896835327148,-0.2449548840522766,0.02099994756281376,0.5226935148239136,-0.2452487200498581,0.09036082029342651,0.5101390480995178,-0.22100919485092163,0.2682788074016571,0.0003116416628472507,0.0693608745932579,0.20099994756281375,0.05599994756281376,-0.11063912726938724,0.03436087273061275,0.03775494918227196,0,0,1.7587151527404785,-0.01629537343978882,-0.6376461386680603,0.7665663957595825,-0.07428097724914551,-0.1690700501203537,-0.2510107755661011,0.2955998480319977,-0.6876797080039978,-0.41286301612854004,-0.6920821070671082,2.8198013305664062
189,DESCENDING_OPEN,0.5225897431373596,-0.24495486915111542,0.020999936386942863,0.5234407782554626,-0.24565976858139038,0.0906321108341217,0.5105636119842529,-0.22073660790920258,0.2684325575828552,0.0011050538159906864,0.06963217258453369,0.20099993638694286,0.05599993638694287,-0.11036782555282115,0.03463217444717884,0.057570889592170715,0,0,1.760735034942627,-0.016757845878601074,-0.6368678212165833,0.7670003175735474,-0.07634741067886353,0.14753596484661102,0.31829407811164856,-0.27650269865989685,-0.6082018613815308,-0.013166798278689384,0.41518619656562805,-1.046648383140564
190,DESCENDING_OPEN,0.5225896835327148,-0.2449548989534378,0.02099992334842682,0.5226845145225525,-0.24525052309036255,0.09036180377006531,0.5100752115249634,-0.22071491181850433,0.26823538541793823,0.00031046182266436517,0.06936188042163849,0.2009999233484268,0.05599992334842682,-0.1106381195783615,0.034361880421638485,0.03782736510038376,0,0,1.7588512897491455,-0.01670515537261963,-0.6375937461853027,0.7665295004844666,-0.07501780986785889,-0.16878731548786163,-0.2502817213535309,0.29487597942352295,-0.6867714524269104,-0.41150394082069397,-0.6913550496101379,2.8210387229919434
191,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.02099989727139473,0.5234304070472717,-0.24566048383712769,0.09063446521759033,0.5104994773864746,-0.22044241428375244,0.2683894634246826,0.0010975270997732878,0.0696345716714859,0.20099989727139472,0.05599989727139473,-0.11036543205380439,0.0346345679461956,0.0576431043446064,0,0,1.760869026184082,-0.01716744899749756,-0.6368162035942078,0.766960859298706,-0.07708042860031128,0.14736899733543396,0.3174803555011749,-0.2758002281188965,-0.6076015830039978,-0.011799996718764305,0.41528061032295227,-1.0458401441574097
192,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.02099994570016861,0.5226759910583496,-0.2452528029680252,0.09036362171173096,0.5100123286247253,-0.22042134404182434,0.26819226145744324,0.00031013786792755127,0.06936367601156235,0.2009999457001686,0.05599994570016861,-0.11063632398843765,0.034363676011562344,0.03789864107966423,0,0,1.7589856386184692,-0.017115771770477295,-0.6375419497489929,0.766491174697876,-0.07575333118438721,-0.16852356493473053,-0.24948681890964508,0.29408055543899536,-0.6858392953872681,-0.4101240932941437,-0.6905897855758667,2.8222603797912598
193,DESCENDING_OPEN,0.5225896835327148,-0.2449548840522766,0.020999934524297714,0.5234194993972778,-0.2456599920988083,0.09063664078712463,0.5104357004165649,-0.22014766931533813,0.26834577322006226,0.0010889314580708742,0.06963670253753662,0.2009999345242977,0.05599993452429772,-0.11036329373717307,0.034636706262826916,0.05771419033408165,0,0,1.7610011100769043,-0.017578065395355225,-0.6367653012275696,0.7669200897216797,-0.07781052589416504,0.1472325474023819,0.31665918231010437,-0.27507704496383667,-0.6070093512535095,-0.01046462170779705,0.4153585135936737,-1.045063853263855
194,DESCENDING_OPEN,0.5225897431373596,-0.244954913854599,0.02099992148578167,0.522666871547699,-0.24525406956672668,0.09036427736282349,0.5099498629570007,-0.2201276421546936,0.26814770698547363,0.00030893838265910745,0.06936435401439667,0.20099992148578166,0.05599992148578167,-0.11063564412295818,0.03436435587704181,0.037968821823596954,0,0,1.759118676185608,-0.017527103424072266,-0.6374906897544861,0.7664518356323242,-0.076485276222229,-0.16825775802135468,-0.2487860471010208,0.29334837198257446,-0.6849309802055359,-0.40875592827796936,-0.6898500323295593,2.8234505653381348
195,DESCENDING_OPEN,0.5225896835327148,-0.2449548989534378,0.020999891683459282,0.5234086513519287,-0.24565985798835754,0.09063920378684998,0.5103726983070374,-0.21985387802124023,0.26830217242240906,0.0010805903002619743,0.06963931024074554,0.20099989168345928,0.055999891683459285,-0.1103606878966093,0.03463931210339069,0.05778418108820915,0,0,1.7611327171325684,-0.017989158630371094,-0.636714518070221,0.766878604888916,-0.07853829860687256,0.14710162580013275,0.31583234667778015,-0.2742815613746643,-0.6064018607139587,-0.009122410789132118,0.4154522716999054,-1.0443230867385864
196,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999925211071968,0.5226582884788513,-0.24525612592697144,0.09036684036254883,0.509888231754303,-0.2198348492383957,0.2681044638156891,0.0003089419624302536,0.06936691701412201,0.20099992521107196,0.05599992521107197,-0.11063308484852313,0.03436691515147686,0.038037873804569244,0,0,1.7592514753341675,-0.01793891191482544,-0.6374395489692688,0.7664114236831665,-0.07721662521362305,-0.16800929605960846,-0.24802030622959137,0.2924969792366028,-0.6840198636054993,-0.40736091136932373,-0.6890873312950134,2.8246326446533203
197,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999914035201073,0.5233981609344482,-0.24565909802913666,0.0906415581703186,0.5103105902671814,-0.21955998241901398,0.26825791597366333,0.0010721271391957998,0.06964164227247238,0.20099991403520107,0.055999914035201076,-0.11035835586488246,0.03464164413511753,0.05785301700234413,0,0,1.7612627744674683,-0.018400609493255615,-0.6366643905639648,0.7668358087539673,-0.07926410436630249,0.1469736546278,0.31503915786743164,-0.27358895540237427,-0.6057937741279602,-0.007788239046931267,0.41555145382881165,-1.0436012744903564
198,DESCENDING_OPEN,0.5225897431373596,-0.244954913854599,0.02099994756281376,0.5226492285728455,-0.24525748193264008,0.09036850929260254,0.5098271369934082,-0.21954219043254852,0.2680600881576538,0.0003083601186517626,0.06936856359243393,0.20099994756281375,0.05599994756281376,-0.11063143827021121,0.03436856172978878,0.03810584545135498,0,0,1.759382963180542,-0.018351435661315918,-0.6373888850212097,0.7663701176643372,-0.07794451713562012,-0.16775979101657867,-0.24733580648899078,0.2918166518211365,-0.6831237077713013,-0.40601006150245667,-0.688363254070282,2.82576847076416
199,DESCENDING_OPEN,0.5225896835327148,-0.24495486915111542,0.02099991776049137,0.5233871936798096,-0.2456585317850113,0.09064409136772156,0.5102487802505493,-0.2192668318748474,0.2682133913040161,0.0010635617654770613,0.06964417546987534,0.20099991776049136,0.055999917760491374,-0.1103558263927698,0.03464417360723018,0.05792079120874405,0,0,1.761392593383789,-0.018812894821166992,-0.6366143226623535,0.7667921781539917,-0.07998740673065186,0.14685624837875366,0.3142404556274414,-0.2728864848613739,-0.6051797270774841,-0.006434502080082893,0.41567182540893555,-1.0428974628448486
200,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999932661652565,0.522640585899353,-0.2452588677406311,0.09037107229232788,0.5097667574882507,-0.21924996376037598,0.2680162191390991,0.0003082062175963074,0.06937114149332047,0.20099993266165256,0.05599993266165257,-0.11062886036932468,0.03437113963067531,0.03817273676395416,0,0,1.7595134973526,-0.018764197826385498,-0.6373386383056641,0.7663276791572571,-0.07867103815078735,-0.1675053983926773,-0.24660862982273102,0.2910948395729065,-0.682223379611969,-0.4046536087989807,-0.6876313090324402,2.8268842697143555
201,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999902859330177,0.5233766436576843,-0.245658278465271,0.09064778685569763,0.5101877450942993,-0.21897417306900024,0.268169641494751,0.0010554506443440914,0.0696478858590126,0.20099990285933017,0.05599990285933018,-0.11035211600363254,0.03464788399636745,0.05798749253153801,0,0,1.7615208625793457,-0.019225656986236572,-0.6365648508071899,0.7667472958564758,-0.08070993423461914,0.14670515060424805,0.31343886256217957,-0.2722584009170532,-0.6045796275138855,-0.005078038200736046,0.4157872498035431,-1.0422070026397705
202,DESCENDING_OPEN,0.5225896835327148,-0.2449548989534378,0.020999912172555923,0.5226324200630188,-0.2452603578567505,0.0903734564781189,0.509707510471344,-0.21895815432071686,0.2679717242717743,0.0003084340423811227,0.06937354803085327,0.20099991217255592,0.05599991217255593,-0.11062645569443702,0.03437354430556297,0.038238558918237686,0,0,1.759642481803894,-0.019177794456481934,-0.6372889280319214,0.7662841081619263,-0.07939594984054565,-0.1672341525554657,-0.24588076770305634,0.29033082723617554,-0.6813098788261414,-0.40330007672309875,-0.6868798136711121,2.827976942062378
203,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999927073717117,0.5233666896820068,-0.2456580400466919,0.09065163135528564,0.5101279616355896,-0.21868208050727844,0.26812559366226196,0.0010478904005140066,0.06965170800685883,0.2009999270737171,0.05599992707371712,-0.11034829571843147,0.034651704281568524,0.0580531507730484,0,0,1.761648178100586,-0.01963907480239868,-0.636515736579895,0.766701340675354,-0.08143019676208496,0.14652839303016663,0.31264442205429077,-0.27149498462677,-0.6039925217628479,-0.0037468206137418747,0.415884792804718,-1.0415560007095337
204,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.02099989727139473,0.522624135017395,-0.24526195228099823,0.0903768539428711,0.5096486806869507,-0.2186668962240219,0.26792773604393005,0.0003089881793130189,0.06937696039676666,0.20099989727139472,0.05599989727139473,-0.11062304332852363,0.03437695667147636,0.03830331563949585,0,0,1.7597711086273193,-0.019591987133026123,-0.6372393369674683,0.7662394642829895,-0.08011901378631592,-0.16695870459079742,-0.24514909088611603,0.28951144218444824,-0.6803960204124451,-0.40192607045173645,-0.6861149072647095,2.829054832458496
205,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999906584620476,0.5233563780784607,-0.24565765261650085,0.09065532684326172,0.5100683569908142,-0.21839022636413574,0.26808109879493713,0.0010400060564279556,0.0696554183959961,0.20099990658462047,0.05599990658462048,-0.11034457974135875,0.03465542025864124,0.05811771750450134,0,0,1.761775016784668,-0.02005314826965332,-0.6364668607711792,0.7666546106338501,-0.0821487307548523,0.14638608694076538,0.31186410784721375,-0.2707991302013397,-0.6034019589424133,-0.0024250466376543045,0.41599151492118835,-1.040929913520813
206,DESCENDING_OPEN,0.5225896835327148,-0.2449548840522766,0.020999955013394356,0.5226154923439026,-0.2452637255191803,0.09037983417510986,0.5095902681350708,-0.21837623417377472,0.2678830921649933,0.0003099179593846202,0.06937988102436066,0.20099995501339435,0.05599995501339436,-0.11062012083828449,0.034379879161715504,0.038367029279470444,0,0,1.759899377822876,-0.020007073879241943,-0.6371899247169495,0.766194224357605,-0.08083999156951904,-0.16669856011867523,-0.24444471299648285,0.28878653049468994,-0.6795023083686829,-0.40057891607284546,-0.685375988483429,2.8300986289978027
207,DESCENDING_OPEN,0.5225896835327148,-0.2449548989534378,0.020999910309910774,0.5233465433120728,-0.24565701186656952,0.0906592607498169,0.5100099444389343,-0.2180987298488617,0.26803648471832275,0.0010323756141588092,0.06965935230255127,0.20099991030991077,0.05599991030991078,-0.11034064956009387,0.03465935043990612,0.058181218802928925,0,0,1.7619004249572754,-0.020467698574066162,-0.6364184617996216,0.7666068077087402,-0.08286488056182861,0.14627306163311005,0.3111172318458557,-0.27009424567222595,-0.6027995944023132,-0.00109812431037426,0.4161182940006256,-1.04032564163208
208,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999940112233162,0.5226081609725952,-0.24526524543762207,0.09038388729095459,0.5095334649085999,-0.2180858552455902,0.26783907413482666,0.0003109073732048273,0.06938394904136658,0.20099994011223316,0.055999940112233165,-0.11061605282127857,0.034383947178721425,0.03842969983816147,0,0,1.760025143623352,-0.020422041416168213,-0.6371414065361023,0.7661474347114563,-0.08155941963195801,-0.1664857715368271,-0.24375243484973907,0.2880253791809082,-0.6786287426948547,-0.3992272913455963,-0.684651255607605,2.8311235904693604
209,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999914035201073,0.52333664894104,-0.24565663933753967,0.09066352248191833,0.5099519491195679,-0.217807799577713,0.26799169182777405,0.0010248555336147547,0.06966360658407211,0.20099991403520107,0.055999914035201076,-0.11033639155328273,0.03466360844671726,0.058243703097105026,0,0,1.7620253562927246,-0.020882844924926758,-0.6363703012466431,0.7665579319000244,-0.0835796594619751,0.14612360298633575,0.31035640835762024,-0.26947417855262756,-0.6021872162818909,0.00024312175810337067,0.41626468300819397,-1.039737582206726
210,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.020999962463974953,0.5225999355316162,-0.24526624381542206,0.09038713574409485,0.5094767212867737,-0.21779553592205048,0.26779383420944214,0.00031151165603660047,0.06938717514276505,0.20099996246397495,0.055999962463974956,-0.1106128267198801,0.03438717328011989,0.03849135339260101,0,0,1.7601503133773804,-0.02083820104598999,-0.637093186378479,0.7660996317863464,-0.08227604627609253,-0.16620947420597076,-0.24305389821529388,0.28735241293907166,-0.6777328848838806,-0.39790645241737366,-0.683920681476593,2.832115411758423
211,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.02099991776049137,0.5233266949653625,-0.2456555962562561,0.09066778421401978,0.5098946690559387,-0.2175169140100479,0.2679465711116791,0.0010169049492105842,0.06966786831617355,0.20099991776049136,0.055999917760491374,-0.11033213354647159,0.0346678664535284,0.05830519646406174,0,0,1.762148141860962,-0.021298587322235107,-0.6363229751586914,0.7665077447891235,-0.08429169654846191,0.14597491919994354,0.30956658720970154,-0.26876169443130493,-0.6016053557395935,0.00157163105905056,0.41638174653053284,-1.03917396068573
212,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999906584620476,0.5225920081138611,-0.24526771903038025,0.0903908908367157,0.5094207525253296,-0.2175060659646988,0.26774871349334717,0.0003128431853838265,0.06939098238945007,0.20099990658462047,0.05599990658462048,-0.11060901574790477,0.03439098425209522,0.03855201601982117,0,0,1.7602753639221191,-0.021254777908325195,-0.6370450258255005,0.7660510540008545,-0.08299118280410767,-0.16595661640167236,-0.24235977232456207,0.28659555315971375,-0.6768375039100647,-0.39655622839927673,-0.6831754446029663,2.8330986499786377
213,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.020999955013394356,0.5233169794082642,-0.24565525352954865,0.09067267179489136,0.5098379850387573,-0.21722686290740967,0.267901748418808,0.001009638188406825,0.06967271864414215,0.20099995501339435,0.05599995501339436,-0.11032728321850299,0.034672716781497,0.05836567282676697,0,0,1.7622709274291992,-0.021714985370635986,-0.636275589466095,0.7664570212364197,-0.0850028395652771,0.14582626521587372,0.3088285028934479,-0.2680824398994446,-0.6010093092918396,0.0028915945440530777,0.4165160357952118,-1.0386327505111694
214,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.020999928936362267,0.5225843191146851,-0.24526898562908173,0.09039527177810669,0.5093654990196228,-0.21721665561199188,0.2677038311958313,0.0003141335037071258,0.06939534097909927,0.20099992893636226,0.05599992893636227,-0.11060465715825557,0.03439534284174442,0.03861166536808014,0,0,1.760398507118225,-0.021672070026397705,-0.6369975805282593,0.7660012245178223,-0.0837048888206482,-0.16569240391254425,-0.241654172539711,0.28583428263664246,-0.6759507656097412,-0.39521917700767517,-0.6824354529380798,2.834052324295044
215,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.02099991776049137,0.5233067870140076,-0.24565386772155762,0.09067720174789429,0.5097817182540894,-0.21693657338619232,0.2678561210632324,0.001001353724859655,0.06967728585004807,0.20099991776049136,0.055999917760491374,-0.11032271601259708,0.03467728398740291,0.058425139635801315,0,0,1.7623920440673828,-0.02213197946548462,-0.6362288594245911,0.766404926776886,-0.08571094274520874,0.14567752182483673,0.30807003378868103,-0.2674052119255066,-0.6004244089126587,0.004206078127026558,0.4166439473628998,-1.038116455078125
216,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999887958168983,0.5225760340690613,-0.2452695369720459,0.0903991162776947,0.5093106031417847,-0.2169274389743805,0.2676581144332886,0.00031495140865445137,0.06939923018217087,0.20099988795816898,0.05599988795816899,-0.11060077168047427,0.034399228319525715,0.038670334964990616,0,0,1.760520339012146,-0.02208995819091797,-0.6369506120681763,0.7659503817558289,-0.08441513776779175,-0.1654190868139267,-0.24100570380687714,0.28513193130493164,-0.6750697493553162,-0.3938945531845093,-0.6817072629928589,2.8349859714508057
217,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.02099992148578167,0.5232968330383301,-0.2456527054309845,0.09068170189857483,0.5097262859344482,-0.2166469693183899,0.26781022548675537,0.0009934334084391594,0.06968177855014801,0.20099992148578166,0.05599992148578167,-0.11031821958720683,0.034681780412793156,0.058483656495809555,0,0,1.7625118494033813,-0.02254962921142578,-0.6361826658248901,0.7663519382476807,-0.08641695976257324,0.1455327570438385,0.3073233664035797,-0.26671838760375977,-0.5998337268829346,0.005527352914214134,0.4167858064174652,-1.0376204252243042
218,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.020999910309910774,0.5225676894187927,-0.24527017772197723,0.09040310978889465,0.5092561841011047,-0.21663875877857208,0.26761215925216675,0.00031604914693161845,0.06940320134162903,0.20099991030991077,0.05599991030991078,-0.11059680052101611,0.034403199478983876,0.03872806578874588,0,0,1.7606416940689087,-0.022508442401885986,-0.6369038224220276,0.7658987045288086,-0.08512353897094727,-0.16515995562076569,-0.24033816158771515,0.28444600105285645,-0.6741897463798523,-0.3925720751285553,-0.68098384141922,2.8358993530273438
219,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.020999958738684654,0.5232868790626526,-0.24565157294273376,0.0906873345375061,0.5096715092658997,-0.21635785698890686,0.26776501536369324,0.0009855724638327956,0.0696873739361763,0.20099995873868465,0.05599995873868466,-0.11031262420117854,0.034687375798821446,0.0585411973297596,0,0,1.762630820274353,-0.022967994213104248,-0.6361367106437683,0.7662979364395142,-0.08712100982666016,0.1454017609357834,0.3065691292285919,-0.2660432457923889,-0.5992443561553955,0.0068431030958890915,0.4169261157512665,-1.0371400117874146
220,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.02099994756281376,0.5225604772567749,-0.24527126550674438,0.0904083251953125,0.5092032551765442,-0.2163507342338562,0.2675670087337494,0.0003177173202857375,0.06940837949514389,0.20099994756281375,0.05599994756281376,-0.11059162236750125,0.03440837763249874,0.03878480941057205,0,0,1.7607614994049072,-0.022927284240722656,-0.6368576288223267,0.765845775604248,-0.08583110570907593,-0.1649104803800583,-0.23964442312717438,0.2836350202560425,-0.6733124852180481,-0.3912329077720642,-0.6802396774291992,2.8367972373962402
221,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.02099992148578167,0.5232772827148438,-0.24565035104751587,0.09069225192070007,0.5096175074577332,-0.21606911718845367,0.26771870255470276,0.000977938761934638,0.06969232857227325,0.20099992148578166,0.05599992148578167,-0.11030766956508159,0.0346923304349184,0.058597780764102936,0,0,1.7627493143081665,-0.023386657238006592,-0.6360910534858704,0.7662429809570312,-0.08782339096069336,0.1452338546514511,0.30584242939949036,-0.26535630226135254,-0.5986598134040833,0.008144373074173927,0.41706350445747375,-1.036692500114441
222,DESCENDING_OPEN,0.5225896835327148,-0.2449548989534378,0.02099994570016861,0.5225524306297302,-0.24527186155319214,0.09041294455528259,0.5091502666473389,-0.21606284379959106,0.26752087473869324,0.00031914428109303117,0.06941299885511398,0.2009999457001686,0.05599994570016861,-0.11058700114488601,0.03441299885511398,0.03884062543511391,0,0,1.7608808279037476,-0.023346900939941406,-0.6368116140365601,0.7657920122146606,-0.0865359902381897,-0.1646379828453064,-0.2390018254518509,0.28297826647758484,-0.6724359393119812,-0.3899228572845459,-0.6795181632041931,2.83766508102417
223,DESCENDING_OPEN,0.5225897431373596,-0.244954913854599,0.02099991962313652,0.5232675075531006,-0.24564935266971588,0.09069818258285522,0.5095639228820801,-0.21578091382980347,0.2676730453968048,0.0009703658288344741,0.0696982592344284,0.2009999196231365,0.055999919623136524,-0.11030173704028129,0.0346982629597187,0.058653417974710464,0,0,1.762866497039795,-0.023806095123291016,-0.6360458135604858,0.7661870121955872,-0.08852428197860718,0.1450905054807663,0.3051201403141022,-0.2647131085395813,-0.5980730652809143,0.009462615475058556,0.41721779108047485,-1.036253571510315
224,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.020999949425458908,0.522544801235199,-0.245272696018219,0.09041795134544373,0.5090982913970947,-0.2157755196094513,0.2674747109413147,0.0003209591086488217,0.06941799819469452,0.2009999494254589,0.05599994942545891,-0.11058199808001518,0.034418001919984814,0.03889550268650055,0,0,1.760999321937561,-0.02376735210418701,-0.6367659568786621,0.7657371759414673,-0.08723926544189453,-0.1643727868795395,-0.23832346498966217,0.2822120785713196,-0.6715626120567322,-0.38860467076301575,-0.678784966468811,2.8385157585144043
225,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.020999904721975327,0.523257851600647,-0.2456478625535965,0.0907035768032074,0.5095111131668091,-0.21549275517463684,0.26762640476226807,0.0009625837556086481,0.06970366835594177,0.20099990472197532,0.05599990472197533,-0.11029632791876792,0.03470367208123207,0.05870809406042099,0,0,1.7629826068878174,-0.02422618865966797,-0.6360009908676147,0.7661299109458923,-0.08922284841537476,0.14494258165359497,0.3043847978115082,-0.26399293541908264,-0.597495436668396,0.01075177825987339,0.41735514998435974,-1.035846471786499
226,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999934524297714,0.5225369334220886,-0.245273157954216,0.090423583984375,0.5090465545654297,-0.2154882848262787,0.26742881536483765,0.0003226253902539611,0.06942364573478699,0.2009999345242977,0.05599993452429772,-0.11057635053992271,0.03442364946007728,0.03894941881299019,0,0,1.7611163854599,-0.024188220500946045,-0.6367208361625671,0.765681266784668,-0.08794081211090088,-0.16411231458187103,-0.23767034709453583,0.2814950942993164,-0.6706940531730652,-0.38728442788124084,-0.6780546307563782,2.839346408843994
227,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.02099992334842682,0.5232492089271545,-0.24564695358276367,0.0907101035118103,0.5094596743583679,-0.21520546078681946,0.26758062839508057,0.0009559470345266163,0.06971018016338348,0.2009999233484268,0.05599992334842682,-0.11028981983661651,0.03471018016338348,0.058761779218912125,0,0,1.7630977630615234,-0.02464669942855835,-0.6359566450119019,0.7660718560218811,-0.08992034196853638,0.14481258392333984,0.3036649823188782,-0.2633923888206482,-0.5969101786613464,0.012057406827807426,0.4175156056880951,-1.0354468822479248
228,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.02099989354610443,0.5225299000740051,-0.24527335166931152,0.09042897820472717,0.5089961290359497,-0.21520131826400757,0.26738235354423523,0.0003240267396904528,0.06942908465862274,0.20099989354610442,0.055999893546104434,-0.11057091534137725,0.03442908465862274,0.03900239244103432,0,0,1.761231541633606,-0.02460932731628418,-0.6366764307022095,0.7656241059303284,-0.08864039182662964,-0.16390188038349152,-0.23697209358215332,0.2807665467262268,-0.669829249382019,-0.3859749734401703,-0.6773238778114319,2.840153932571411
229,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.020999927073717117,0.5232390761375427,-0.24564461410045624,0.09071582555770874,0.509407639503479,-0.21491754055023193,0.2675336003303528,0.0009472804958932102,0.06971590220928192,0.2009999270737171,0.05599992707371712,-0.11028410151600837,0.03471589848399162,0.05881455913186073,0,0,1.7632113695144653,-0.025067925453186035,-0.6359127759933472,0.7660126686096191,-0.09061461687088013,0.14467455446720123,0.30288589000701904,-0.262667179107666,-0.5963350534439087,0.013338765129446983,0.41765037178993225,-1.035082221031189
230,DESCENDING_OPEN,0.5225897431373596,-0.24495486915111542,0.02099989727139473,0.5225212574005127,-0.24527329206466675,0.09043359756469727,0.5089451670646667,-0.21491479873657227,0.26733481884002686,0.00032570454641245306,0.06943370401859283,0.20099989727139472,0.05599989727139473,-0.11056629970669746,0.03443370029330253,0.03905443102121353,0,0,1.7613465785980225,-0.025031566619873047,-0.6366320848464966,0.765566349029541,-0.08933675289154053,-0.16361026465892792,-0.23635201156139374,0.2800601124763489,-0.6689602732658386,-0.3846621513366699,-0.6765908598899841,2.8409438133239746
231,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999930799007416,0.5232284069061279,-0.2456425279378891,0.09072086215019226,0.5093560218811035,-0.21463052928447723,0.26748573780059814,0.0009384804288856685,0.06972093135118484,0.2009999307990074,0.05599993079900742,-0.11027906864881515,0.03472093135118484,0.05886639282107353,0,0,1.7633239030838013,-0.025490164756774902,-0.6358693242073059,0.7659528255462646,-0.09130597114562988,0.14455124735832214,0.3021892309188843,-0.2619176506996155,-0.5957543849945068,0.014620540663599968,0.41779956221580505,-1.0347414016723633
232,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.020999960601329803,0.5225132703781128,-0.24527335166931152,0.09043887257575989,0.5088954567909241,-0.21462884545326233,0.2672875225543976,0.00032750607351772487,0.06943891197443008,0.2009999606013298,0.05599996060132981,-0.11056108802556991,0.03443891197443008,0.03910556808114052,0,0,1.761460304260254,-0.02545452117919922,-0.6365882158279419,0.7655074596405029,-0.0900312066078186,-0.16333389282226562,-0.2357245534658432,0.2793729305267334,-0.6681118011474609,-0.3833595812320709,-0.6758842468261719,2.8417153358459473
233,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.020999934524297714,0.523219645023346,-0.2456413209438324,0.09072819352149963,0.5093062520027161,-0.21434436738491058,0.267439603805542,0.0009316391660831869,0.06972825527191162,0.2009999345242977,0.05599993452429772,-0.11027174100279807,0.034728258997201916,0.0589173249900341,0,0,1.763435959815979,-0.025912463665008545,-0.6358261108398438,0.7658917307853699,-0.09199756383895874,0.14438876509666443,0.301491379737854,-0.2612878084182739,-0.5951763987541199,0.015918655321002007,0.41796261072158813,-1.0343996286392212
234,DESCENDING_OPEN,0.5225897431373596,-0.2449548840522766,0.020999904721975327,0.5225067138671875,-0.24527420103549957,0.09044602513313293,0.5088470578193665,-0.21434351801872253,0.2672417163848877,0.0003299351374153048,0.06944611668586731,0.20099990472197532,0.05599990472197533,-0.11055387958884239,0.034446120411157605,0.039155781269073486,0,0,1.7615728378295898,-0.025877654552459717,-0.6365448236465454,0.7654474377632141,-0.09072637557983398,-0.16310399770736694,-0.23504003882408142,0.2785385251045227,-0.6672474145889282,-0.38204216957092285,-0.6751382350921631,2.8424758911132812
235,DESCENDING_OPEN,0.5225897431373596,-0.2449548989534378,0.020999914035201073,0.523210883140564,-0.24563954770565033,0.0907350480556488,0.5092570185661316,-0.21405810117721558,0.2673926055431366,0.0009244235116057098,0.06973513215780258,0.20099991403520107,0.055999914035201076,-0.11026486597955226,0.03473513402044773,0.05896734446287155,0,0,1.763546109199524,-0.02633523941040039,-0.6357835531234741,0.7658293843269348,-0.09268736839294434,0.14422819018363953,0.3007948398590088,-0.2606438994407654,-0.5946022868156433,0.01719038374722004,0.4181215763092041,-1.0340938568115234
